english,polish
bj,BJ
popeye,Popeye
minefield,pole minowe
sp,sp
histories,historie
distrust,nieufność
yapping,Yapping
vigil,czuwanie
problematic,problematyczny
conventions,konwencje
mi-nam,Mi-Nam
smitten,Zachwyt
craps,gówno
invoke,odwołać się
unconventional,oryginalny
ralphie,Ralphie
barnett,Barnett
rundown,zniszczony
oily,oleisty
giacomo,Giacomo
coordinated,skoordynowane
prejudiced,uprzedzony
scrambling,Wspinanie się
seams,szwy
googled,Google
eyelashes,rzęsy
frannie,Frannie
arose,powstał
corky,Corky
discard,wyrzucać
purchasing,nabywczy
ignacio,Ignacio
hijack,uprowadzać
yam,mniam
masquerade,maskarada
logging,Logowanie
arises,powstaje
dempsey,Dempsey
michiko,Michiko
settlements,rozliczenia
fetching,ujmujący
goebbels,Goebbels
eagerly,z zapałem
wring,ukręcić
orbital,orbitalny
janeway,Janeway
maggot,czerw
umbrellas,parasole
nationality,narodowość
cheddar,ser Cheddar
mana,mana
keel,kil
meryl,Meryl
alignment,wyrównanie
heterosexual,heteroseksualny
fats,tłuszcze
narrows,cieśnina
heinz,Heinz
eatin,Eatin
irritate,irytować
emissary,emisariusz
taunting,drwina
hangman,kat
bjorn,Bjorn
cunts,Cunts
comma,przecinek
whimsical,kapryśny
format,format
peachy,aksamitny
godspeed,życzenia powodzenia
sony,Sony
hitman,wynajęty morderca
bleeping,Bleeping
demonstrating,Demonstring
jove,Jove
overflowing,wezbrany
tully,Tully
censorship,cenzura
hispanic,Latynos
rizzo,Rizzo
bestowed,obdarzone
shuddering,dreszcz
are,są
artagnan,Artagnan
fitch,Fitch
pathological,patologiczny
silhouette,sylwetka
seema,Seema
mccann,McCann
obsessing,Obsesyjne
sugars,cukry
bachelorette,Bachelorette
bonaparte,Bonaparte
impartial,bezstronny
metabolism,metabolizm
astronomical,astronomiczny
newcomers,Nowicjusze
tabloid,tabletka
vanquish,pokonać
zorro,Zorro
willa,Willa
slurps,siorbnięcia
preschool,Przedszkole
remake,przerobić
heresy,herezja
homeboy,Homeboy
ag,Ag
ravishing,porywający
finesse,impas
tick-tock,TIK Tak
minimize,zminimalizować
gen.,gen.
boca,Boca
woodrow,Woodrow
nigh,blisko
nil,zero
astronomer,astronom
selective,selektywny
choo,Choo
arraignment,postawienie w stan oskarżenia
crawley,Crawley
superpowers,supermocarstwa
springer,skoczek
impenetrable,niedostępny
underdog,słabszy
gossiping,plotki
jig,giga
poached,gotowany
sculpt,rzeźbić
hokkaido,Hokkaido
daniela,Daniela
equator,równik
sexier,bardziej seksowny
incorporate,włączać
cath,Cath
shivers,dreszcze
vinyl,płyta winylowa
long-range,daleki zasięg
accumulated,nagromadzony
malpractice,zaniedbanie
ascend,wspiąć się
ecosystem,ekosystem
vs,vs
forefathers,przodkowie
grit,piasek
etienne,Etienne
emilie,Emilie
soles,podeszwy
determines,określa
nylon,nylon
blob,kropelka
snug,przytulny
gladiators,Gladiatorzy
valentin,Valentin
collaborate,współpracować
clothed,Ubrany
uproar,wrzawa
avail,wykorzystać
gentry,szlachta
defied,decydujący się
stef,Stef
parkinson,Parkinson
prune,suszona śliwka
hem,brzeg
krusty,Krusty
ellison,Ellison
ning,ning
hide-and-seek,zabawa w chowanego
lawfully,legalnie
fairfax,Fairfax
tumors,guzy
hots,Hots
cade,Cade
ver,ver
mimic,imitować
nacho,Nacho
gordo,Gordo
thoughtless,bezmyślny
shitload,gówno
thrice,trzykrotnie
schoolboy,uczeń
dusting,zasypka
ori,lub ja
tabloids,tabloidy
mermaids,syreny
residual,pozostały
sancho,Sancho
striped,w paski
dod,Dod
blisters,pęcherze
aftermath,następstwa
stems,łodygi
inhaler,inhalator
cos,sałata
reinforce,wzmacniać
qualifies,kwalifikuje się
lube,smar
provoking,irytujący
continuum,kontinuum
guan,Guan
uma,Uma
observant,uważny
peng,peng
peppermint,mięta pieprzowa
fused,stopione
csu,CSU
neanderthal,Neandertall
dukes,Dukes
b.j.,B.J.
pierrot,pierrot
measurement,pomiar
prima,główny
sergey,Sergey
of,z
authenticity,autentyczność
swagger,wywyższać się
soundtrack,ścieżka dźwiękowa
taipei,Tajpej
forman,dla mężczyzny
strut,rozpora
ensemble,ensemble
duval,Duval
tantrum,furia
motivate,motywować
annihilate,zniszczyć
signore,Signore
disrupted,zakłócony
divorcing,rozwód
medics,lekarze
confided,zwierzyło się
beale,Beale
brandi,Brandi
wreath,wieniec
maui,Maui
up.,w górę.
bale,bela
clergy,kler
aida,Aida
bieber,Bieber
retaliate,zemścić się
genome,genom
vacancy,wakat
why,czemu
tranquilizer,środek uspokajający
diligence,pracowitość
loops,Pętle
neela,Neela
impertinent,impertynencki
hwan,Hwan
advancement,postęp
armpit,Pacha
districts,dzielnice
cavalier,kawaler
specializes,specjalizuje się
chong,Chong
combing,czesanie
self-control,samokontrola
mascara,tusz do rzęs
massa,Massa
revised,poprawiony
compulsion,przymus
bran,otręby
buoy,boja
criticized,skrytykowane
adversity,nieszczęście
beneficiary,beneficjant
punjabi,Pendżab
openings,Otwory
arne,Arne
graphics,grafika
huntsmen,Łowcy
ozone,ozon
interpreted,interpretowane
incomprehensible,niezrozumiały
kaoru,Kaoru
lenient,łagodny
perky,dziarski
herod,Herod
unavoidable,nieunikniony
retract,wycofać
flowed,płynął
k9,K9
compression,kompresja
doña,Doña
demolish,zburzyć
prodigal,marnotrawny
generously,hojnie
anonymously,anonimowo
peabody,Peabody
crocker,Crocker
amid,pośród
youths,młodzież
dispense,obyć się
roe,ikra
telepathy,telepatia
occupational,zajęciowy
osgood,Osgood
roxie,Roxie
loudspeaker,głośnik
mm.,mm.
torched,podpalone
stardate,Data gwiezdna
yawn,ziewać
hyena,hiena
reiko,Reiko
milkman,mleczarz
dal,Dal
hillside,stok
transcripts,transkrypcje
prevention,zapobieganie
tout,naganiacz
toenails,paznokcie
mazel,Mazel
imaginative,obdarzony wyobraźnią
heretic,heretyk
hives,ule
squawk,skrzek
repression,represja
arithmetic,arytmetyka
dramas,dramaty
subsequently,następnie
cardassian,Cardassian
clanks,klankry
renewal,odnowienie
y-yes,T-tak
são,São
shocker,ohyda
spectacles,okulary
interval,interwał
quickie,Quickie
proceeded,postępował
prometheus,Prometeusz
performs,występuje
senorita,Senorita
deadbeat,leń
burbank,Burbank
mooney,Mooney
geology,geologia
withdrawing,wycofanie się
nav,Nav
thi,Thi
sinus,Zatoka
kennel,psiarnia
feldman,Feldman
six-pack,sześciopak
millennia,Tysiąclecia
subscription,Subskrypcja
marquise,markiza
warlord,dygnitarz wojskowy
zed,Zed
governors,gubernatorzy
unintelligible,niezrozumiały
dag,Dag
people-,ludzie-
gaia,Gaia
wha-,co-
withheld,wstrzymane
involuntary,mimowolny
reciting,recytowanie
massacred,Zmasakrowane
rosetta,Rosetta
boa,boa
oils,obrazy olejne
pelt,skóra
brittle,kruchy
unprepared,nieprzygotowany
willingness,chęci
cutters,futery
ins,ins
coarse,gruboziarnisty
frieda,Frieda
mala,Mala
walrus,mors
portrayed,malowany
contemplating,kontemplowanie
blaster,Blaster
tricia,Tricia
scrubs,Scrubs
bebe,Bebe
defeats,porażki
hollering,Holling
simmer,dusić
valencia,Walencja
annihilation,unicestwienie
textbooks,Podręczniki
filipino,filipiński
jawohl,Jawohl
filmmakers,twórcy filmów
tennyson,Tennyson
ps,Ps
luv,Luv
firewall,zapora ogniowa
lyons,Lyon
weld,spawać
facade,fasada
conserve,chronić
stepdad,ojczym
khanna,Khanna
divulge,ujawniać
gab,gadanina
kieran,Kieran
ravens,Kruki
ta-ta,ta-ta
wiley,Wiley
weirdos,dziwak
sapna,sapna
quartet,kwartet
kick-ass,skopać tyłek
could-,mógłby-
conferences,konferencje
dusted,odkurzone
them-,ich-
silicone,silikon
clocked,zegarowy
tanning,garbowanie
breathless,zdyszany
smacking,uderzenie
mantra,Mantra
vests,kamizelki
epiphany,olśnienie
joseon,Joseon
motherhood,macierzyństwo
decor,dekoracje
perch,okoń
flux,strumień
maynard,Maynard
totem,totem
cherie,Cherie
secluded,odosobniony
smother,udusić
check-up,kontrola
patronize,patronować
mower,kosiarka
keung,Keung
pediatrician,pediatra
bridesmaids,Druhny
jehovah,Jehowa
dem,Dem
informants,Informatorzy
thunk,thunk
tract,traktat
pliers,szczypce
harming,szkoda
pooch,pies
coca-cola,Coca-Cola
anti,anty
reinstated,przywrócone
gland,gruczoł
stricken,dotknięty
dials,pokrętła
zeta,Zeta
exes,Exes
s-that,S-that
haines,Haines
tandy,Tandy
disputes,sprzeczanie się
dizziness,zawroty głowy
knowingly,świadomie
frida,Frida
newcastle,Newcastle
groves,gaje
stalag,Stalag
festivals,Festiwale
grudges,urazi
blabbering,Blabbering
plural,mnogi
connell,Connell
curriculum,program
firehouse,Firehouse
13-year-old,13 lat
coo,gruchać
pug,mops
clerks,Urzędnicy
savvy,rozumieć
chopin,Chopin
rebekah,Rebekah
dictated,podyktowane
siding,bocznica
dios,Dios
peking,Peking
valor,dzielność
dahlia,dalia
liras,liras
affordable,niedrogie
scrawny,chudy
disorderly,nieporządny
psi,psi
unattractive,nieładny
eulogy,pochwała
marlow,Marlow
felonies,przestępstwa
gingerbread,piernik
gent,pan
misdemeanor,wykroczenie
spaniard,Hiszpan
flagged,taflowy
optimist,optymista
mori,Mori
commons,lud
waitresses,kelnerki
wanders,Wandery
mugging,rabunek
crammed,Crammed
baby-sit,opiekować się dzieckiem
cayman,kajman
accommodations,zakwaterowanie
possessive,zaborczy
want-,chcieć-
shutdown,zamknąć
compressed,sprężony
czechoslovakia,Czechosłowacja
geologist,geolog
crossbow,kusza
kovac,Kovac
aspiring,ambitny
autism,autyzm
commandment,przykazanie
fateful,fatalny
rooftops,dachy
leningrad,Leningrad
lexington,Lexington
archers,Łucznicy
cremation,kremacja
petroleum,ropa naftowa
1930s,1930
diem,Diem
moped,motorower
clair,Clair
blooms,kwiaty
lamborghini,Lamborghini
dysfunctional,dysfunkcyjne
picturing,wyobrażenie
ifl,IFL
purchases,zakupy
debrief,zdać sprawozdanie
pulses,impulsy
make-believe,udawanie
devin,Devin
b.c.,pne.
barbershop,fryzjer
rana,Rana
condone,przebaczyć winę
excitedly,podekscytowany
antarctic,Antarktyda
manned,załogowy
crafts,rzemieślnictwo
awaited,Oczekiwany
atkins,Atkins
beards,Brody
chaser,pościgowy
subbing,subbing
chatty,gawędziarski
inez,inez
got-,dostał-
maintains,utrzymuje
readily,łatwo
gunny,Gunny
baffled,zaskoczony
insatiable,nienasycony
archibald,Archibald
skater,łyżwiarz
jungles,dżungle
upstanding,stojący
spacious,przestronny
probst,Probst
sheng,Sheng
foolproof,niezawodny
nutter,Nutter
confine,ograniczać
fam,Fam
diablo,Diablo
leone,Leone
daydreaming,Marzycie
incest,kazirodztwo
abba,Abba
mathilde,Mathilde
unanswered,bez odpowiedzi
exaggeration,przesada
shorten,skracać
ramu,Ramu
biggs,Biggs
guise,przebranie
graze,wypasać
clarinet,klarnet
cuddly,przytulnie
americas,Ameryki
scavenger,padlinożerca
middleman,pośrednik
garde,Garde
alot,dużo
crusader,krzyżowiec
mcduck,McDuck
baa,beczenie
propane,propan
skaar,Skaar
sickening,obrzydliwy
thrills,emocji
t.k.,T.K.
toothache,ból zęba
overhear,podsłuchać
altercation,sprzeczka
tudor,Tudor
freckles,piegi
furthest,najdalszy
fuses,bezpieczniki
swamps,bagna
ambassadors,Ambasadorzy
zhen,Zhen
superpower,supermocarstwo
enraged,rozwścieczony
esmeralda,Esmeralda
aagh,aagh
loomis,Loomis
unpopular,niepopularny
locating,lokowanie
fitzpatrick,Fitzpatrick
ordinance,rozporządzenie
grocer,właściciel sklepu spożywczego
courtship,zaloty
zak,Zak
pics,zdjęcia
ripple,marszczyć
smashes,Smashes
conjure,czarować
winch,wciągarka
shipments,przesyłki
hustling,Hustling
glorified,uwielbione
spied,szpiegował
cabinets,szafki
cylinders,Cylindery
mongrel,kundel
ifwe,Jeśli my
dui,Dui
chlorine,chlor
radiology,radiologia
h-how,H-how
hadley,Hadley
oscars,Oscary
projections,projekcje
soggy,rozmoczony
regal,królewski
assumes,zakłada
boycott,bojkot
klingons,Klingons
progressed,postęp
see-,Widzieć-
telescopes,teleskopy
bradshaw,Bradshaw
pats,Pats
unclean,nieczysty
banners,banery
mesa,Mesa
consumers,konsumenci
germ,zalążek
stafford,Stafford
excursion,wycieczka
heartland,Heartland
jenn,Jenn
gm,Gm
mmhmm,MMHMM
spontaneously,spontanicznie
takeda,Takeda
dun,bury
initiating,inicjowanie
modifications,modyfikacje
feces,kał
droid,droid
alcoholics,alkoholicy
trev,Trev
horde,horda
grips,uchwyt
roderick,Roderick
premise,przesłanka
scorpions,Skorpiony
campaigning,kampania
obstinate,uparty
fiver,piątka
outburst,wybuch
diaphragm,membrana
handbook,podręcznik
rudolf,Rudolf
serbs,Serbowie
derived,pochodny
croak,rechot
executing,Wykonanie
interim,okres przejściowy
snowed,śnieg
rosary,różaniec
scourge,biczować
pippi,PIPPI
drowns,Utłupy
crore,crore
tic,tik
adrift,dryfujący
bisexual,biseksualny
pointers,wskaźniki
eradicate,wytępić
spunk,odwaga
snyder,Snyder
two-,dwa-
three-way,trójdrożny
self-conscious,Samoświadomy
hyper,Hyper
inning,sprzęt zboża
expendable,przeznaczony na stracenie
addams,Addams
noelle,Noelle
chandu,Chandu
ono,O nie
sutter,Sutter
hazy,mglisty
relocate,przenieść się
alleys,zaułki
sunflower,słonecznik
financials,finansowy
irritable,drażliwy
hanger,wieszak
neuro,Neuro
clooney,Skrzypek
silky,jedwabisty
tricking,oszusta
kalinda,Kalinda
popsicle,Lód na patyku
yau,yau
urging,namawianie
moroccan,Marokan
encyclopedia,encyklopedia
stripe,naszywka
stationary,stacjonarny
ptsd,PTSD
second-hand,z drugiej ręki
sermons,Kazania
dink,dink
parched,spieczony
guinness,Guinness
ravioli,Ravioli
predicting,przewidywanie
masterson,Mastson
helsinki,Helsinki
excruciating,rozdzierający
callum,Callum
consensual,zgodne
compute,obliczać
trays,tac
mi6,Mi6
nikhil,Nikhil
overjoyed,uszczęśliwiony
liberals,Liberałowie
mcguire,McGuire
warehouses,magazyny
durga,Durga
harald,Harald
stereotype,stereotyp
cartridges,Kasety
whitaker,Whitaker
raiding,Raiding
sustainable,zrównoważony
commissar,komisarz
soiled,zabrudzone
standpoint,punkt widzenia
fruity,owocowy
stayin,pozostać
rafa,Rafa
creams,kremy
watcher,obserwator
thereafter,odtąd
egon,Egon
drifter,włóczęga
financed,finansowane
fairytale,bajka
intimately,blisko
keisha,Keisha
wrapper,obwoluta
spectator,widz
purest,Najczystszy
raisin,rodzynki
alchemy,alchemia
antimatter,antymateria
withered,zwiędły
saki,Saki
maki,Maki
rutherford,Rutherford
shovels,łopaty
10-year-old,10 lat
holling,Holling
piers,Fiers
deprivation,pozbawienie
loren,Loren
landon,Landon
curing,odnalezienie
deluded,złudzony
wynn,Wynn
rumored,plotki
eject,wyrzucać
kouji,Kouji
banzai,Banzai
qc,QC
caved,Caved
mackey,Mackey
binds,wiąże
keating,Keating
nailing,byczy
botched,nieudane
takeshi,Takeshi
botox,Botox
pinto,łaciaty
tinkle,brzęk
nfl,NFL
supplement,suplement
tragedies,tragedie
overcooked,rozgotowany
immersed,zanurzony
rollo,Rollo
crucifix,krucyfiks
tamed,oswojony
czar,car
withhold,wstrzymać
seismic,sejsmiczny
muppet,Muppet
asphalt,asfalt
bobbi,Bobbi
charred,zwęglony
bowed,ukłonił się
floorboards,deski podłogowe
tycoon,potentat
defects,wady
aristocrat,arystokrata
vocals,wokal
recurring,powtarzający się
epilepsy,padaczka
shakily,Chwiejnie
self-centered,egocentrycznie
weller,Weller
20-year-old,20 latek
wakey,budzenie
poachers,kłusownicy
garments,odzież
welcomes,wita
balm,balsam
nagasaki,Nagasaki
cooker,kuchenka
swaying,kołysanie
smart-ass,mądrala
georgetown,Georgetown
pardoned,ułaskawione
mach,Mach
moors,Moors
yeong,Yeong
yippee,Yippee
sheds,Szopy
fifi,Fifi
quirky,dziwaczny
steamer,parowiec
ritter,Ritter
nim,Nim
flunked,Śladło
sparring,sparing
sabina,Sabina
ceases,przestaje
lexie,Lexie
nesting,zagnieżdżanie
blackberry,jeżyna
fiercely,zaciekle
impound,zająć własność
ucla,UCLA
little-,mały-
bengal,bengalski
cache,Pamięć podręczna
ramón,Ramón
lifeboat,łódź ratunkowa
daeso,Daeso
creme,krem
hallie,Hallie
rhine,Ren
consequently,w konsekwencji
revolutions,rewolucje
shim,Podkładka
shyam,Shyam
rosewood,Rosewood
larvae,larwy
hos,Hos
yeti,yeti
fluttering,trzepotliwy
gregson,Gregson
mandela,Mandela
occupying,okupujący
jeanie,Jeanie
aphrodite,Afrodyta
cools,chłodzi
lasse,Lasse
snuggle,tulić się
sharona,Sharona
riled,Riled
turnover,obrót
misleading,zwodniczy
presiding,Przewodniczący
accessing,dostęp do
kicker,Kicker
pre,przed
hosted,hostowane
ordained,wyświęcony
nassau,Nassau
hombre,Hombre
brazen,nachalny
eah,eah
prof,Prof
stitching,szwy
nook,kącik
splashes,plamy
cyclone,cyklon
zheng,Zheng
lovingly,miłośnie
colonists,koloniści
researched,zbadane
physicians,Lekarze
hogs,nierogacizna
unwise,niemądry
affliction,cierpienie
aspire,aspirować
dow,Dow
hooch,samogon
pai,Pai
lacerations,krzyki
tasteless,bez smaku
deirdre,Deirdre
welch,Welch
unbreakable,niezniszczalny
carnal,cielesny
generic,ogólny
melodramatic,melodramatyczny
distressing,niepokojący
sentinel,strażnik
lifetimes,czasami życia
yelping,krzycząc
projecting,Project
takahashi,Takahashi
nepal,Nepal
bela,Bela
unattended,bez opieki
hellhole,Hellhole
renault,Renault
efficiently,wydajnie
gonzales,Gonzales
wobbly,chwiejny
recruitment,rekrutacja
lasalle,LASALLE
wilhelmina,Wilhelmina
hashtag,hashtag
reek,smród
emphasize,podkreślić
melons,melony
dept,Wydział
chore,obowiązek
scat,zwiać
aired,emitowany
chardonnay,Chardonnay
nigeria,Nigeria
ofyour,Twojego
meats,mięso
monetary,monetarny
lowry,Lowry
notjust,nie tylko
did-,zrobił-
tormenting,dręczenie
combining,Łączenie
vixen,lisica
napping,drzemka
deactivate,dezaktywować
goblins,Gobliny
merrier,Merrier
busts,Popiersie
regrettable,godny pożałowania
ugliest,Najbrzydsze
tac,tac
evasion,uchylanie się
clementine,Clementine
overworked,przepracowany
pta,PTA
waterproof,wodoodporny
alamo,Alamo
salome,Salome
halibut,halibut
seon,Seon
communicator,komunikator
laced,Sznurowany
fuels,paliwa
phi,Phi
supervising,kontrola
slogans,hasła
garnish,garnirunek
kam,Kam
mendez,Mendez
spruce,świerk
seducing,uwodzenie
implicate,wplątać
leper,trędowaty
unpacking,rozpakowanie
germaine,Germaine
ponder,rozważać
nicknamed,przydomek
chakotay,Chakotay
femur,kość udowa
detonated,zdetonowane
technicality,techniczny szczegół
double-check,podwójne sprawdzenie
situated,położony
vindictive,mściwy
twit,dureń
obeying,posłuszne
lutz,Lutz
waldorf,Waldorf
larissa,Larissa
gopi,Gopi
hypocrites,hipokryci
shogunate,Shogunate
mural,fresk
enlarged,powiększone
glittering,błyszczący
woven,tkany
contender,zawodnik
orpheus,Orfeusz
illnesses,choroby
captures,przechwyty
margaritas,Margarity
hammock,hamak
prolong,przedłużać
gallop,galop
lieutenants,porucznicy
whistler,świstak
chihuahua,Chihuahua
tehran,Teheran
pasadena,Pasadena
stroller,spacerowicz
bs,BS
issuing,Wydawanie
ie,tj
foes,wrogowie
tig,Tig
proprietor,właściciel
speciality,specjalność
centered,wyśrodkowany
rosita,Rosita
granting,przyznanie
hindus,Hindusi
gills,skrzela
olé,Olé
puyo,Puyo
sos,Sos
edwina,Edwina
mistresses,kochanki
fingernail,paznokieć
starry,gwiaździsty
hubbard,Hubbard
lolly,Lolly
cardio,Cardio
sit-down,Usiądź
delaying,opóźnienie
savoy,Savoy
j.c.,J.C.
fahrenheit,Fahrenheit
chaste,czysty
night-night,dobranoc
buttercup,jaskier
barricades,barykady
just-just,tylko tylko
berth,kuszetka
stoner,narkoman
hitter,osoba uderzająca
anonymity,anonimowość
clippings,wycinki
mod,mod
dia,dia
dodd,Dodd
insecurity,niepewność
contests,konkursy
incriminate,obwiniać
variable,zmienny
startin,zacząć w
chloroform,chloroform
essays,eseje
poised,Gotowy
abrupt,nagły
co-worker,współpracownik
hauser,Hauser
exodus,exodus
refinery,rafineria
browns,Browns
gonzo,Gonzo
proclaimed,ogłoszony
techs,Technicy
kuwait,Kuwejt
rustic,rustykalny
dislocated,zwichnięty
celsius,Celsjusz
intervened,interweniowane
mane,grzywa
confessional,konfesjonał
tagging,Tagowanie
pinching,szczypiący
sideshow,Sideshow
allegation,zarzut
polio,paraliż dziecięcy
hoe,motyka
motorway,Autostrada
sayonara,Sayonara
lastly,w końcu
duped,oszukany
spout,rynna
mun,Mun
rupa,Rupa
undergoing,przechodzący
smothered,głuchy
sulu,Sulu
nowt,teraz
micro,Micro
garvey,Garvey
teapot,czajniczek
diplomats,Dyplomaci
exhibits,eksponaty
confronting,konfrontacja
healthcare,opieka zdrowotna
mattresses,materace
buick,Buick
toxicology,toksykologia
liberating,wyzwalające
climber,wspinacz
opal,opal
reba,Reba
contend,walczyć
built-in,wbudowany
lamont,Lamont
switchboard,tablica rozdzielcza
sana,Sana
yap,szczekać
insights,spostrzeżenia
disoriented,zdezorientowany
meditating,medytacja
nightclubs,kluby nocne
cater,zaopatrywać
emeralds,Szmaragdowie
facilitate,ułatwiać
vigorous,energiczny
all-american,Wszyscy amerykanie
intervals,interwały
well,dobrze
